account no,name,age,balance,loan,marital,gender,education
15643824,Johnston,33,132255.99,no,single,Male,secondary
15643438,P'eng,20,0.0,no,divorced,Male,tertiary
15721730,Amechi,44,0.0,no,married,Female,primary
15680727,Fang,49,121973.28,no,married,Male,secondary
15752508,Docherty,32,99462.8,no,single,Male,secondary
15808846,Horton,21,165878.76,no,married,Female,primary
15727251,Vincent,30,117494.27,no,married,Male,secondary
15663489,Onio,29,138577.34,no,divorced,Female,secondary
15683677,Schiavone,39,0.0,no,married,Male,secondary
15596414,Chandler,41,107525.07,no,single,Male,tertiary
15730639,Fiorentino,23,139224.92,no,married,Male,secondary
15672132,Butusov,42,121453.63,no,single,Female,primary
15742638,Wang,25,0.0,no,divorced,Female,secondary
15578603,Alexeieva,54,77354.37,no,single,Female,secondary
15726088,Vinogradova,40,0.0,no,single,Male,secondary
15682533,Hughes,39,79259.99,no,single,Female,tertiary
15772995,Ts'ao,30,116295.29,no,single,Male,secondary
15765694,Bage,59,0.0,no,single,Female,secondary
15659486,Yudina,34,74309.81,no,single,Male,secondary
15568963,Naquin,34,152797.9,no,single,Male,secondary
15703820,Endrizzi,42,133701.07,no,single,Male,secondary
15569410,Tang,33,114430.18,no,single,Female,tertiary
15632256,Schroeder,29,127504.57,no,married,Male,primary
15724466,Swearingen,41,84113.41,no,divorced,Female,secondary
15777639,McGregor,23,101126.66,no,married,Female,secondary
15802501,Onyeorulu,33,103564.83,yes,single,Male,secondary
15778410,Clarke,52,0.0,no,divorced,Female,secondary
15670702,Smith,37,168178.21,no,single,Male,secondary
15704763,Kozlova,39,143903.11,no,single,Female,secondary
15645544,Nekrasov,30,129753.69,yes,divorced,Female,secondary
15757646,Olague,35,0.0,no,married,Male,secondary
15701121,Holt,38,110641.18,no,married,Male,primary
15796313,Olsen,36,166909.2,no,married,Female,secondary
15815660,Mazzi,34,154139.45,no,single,Female,secondary
15602844,Niu,38,97459.06,yes,single,Male,secondary
15636238,Graham,40,0.0,no,divorced,Male,secondary
15770101,Millar,43,112088.04,no,divorced,Male,unknown
15645543,Bell,34,0.0,no,divorced,Female,secondary
15596397,Kelly,48,0.0,no,married,Female,secondary
15770525,T'an,28,141038.57,no,married,Male,secondary
15684267,Davila,39,84468.67,no,divorced,Male,unknown
15689980,Willis,36,118520.26,no,single,Female,secondary
15633260,Dumetochukwu,37,142663.46,no,divorced,Male,secondary
15756471,Giles,27,118627.16,yes,married,Male,primary
15721303,O'Meara,34,137523.02,no,single,Male,secondary
15802256,Yao,28,110976.23,yes,married,Male,secondary
15725664,Wallace,38,107283.4,no,married,Female,primary
15674851,T'ien,38,0.0,no,single,Male,tertiary
15701946,Ndubueze,34,124314.45,yes,single,Male,secondary
15748947,Chukwuraenye,41,95858.37,no,single,Female,secondary
15673342,K'ung,36,0.0,yes,married,Male,secondary
15601008,Stevenson,33,0.0,no,married,Male,primary
15771636,Marshall,36,0.0,no,single,Female,tertiary
15642002,Hayward,35,117707.18,no,married,Female,tertiary
15693381,Tipton,38,135289.33,no,married,Male,secondary
15607691,Gibson,36,174060.46,no,married,Male,primary
15589380,Fraser,40,114446.84,no,married,Male,secondary
15603846,Fang,37,0.0,no,married,Male,primary
15753549,Dubinina,25,157848.53,no,married,Male,tertiary
15725355,Morey,43,0.0,no,single,Female,tertiary
15773017,Todd,37,0.0,yes,married,Female,secondary
15625641,Forbes,74,108071.36,no,single,Female,primary
15776467,De Salis,35,14262.8,yes,single,Female,tertiary
15746451,Barry,41,102749.72,no,married,Male,primary
15777922,Afamefuna,36,161757.87,no,married,Male,primary
15606841,Ibbott,38,0.0,no,married,Male,primary
15757648,Marshall,35,95698.79,no,married,Female,primary
15677173,Law,37,124969.13,no,single,Male,secondary
15764170,Pinto,44,93960.35,no,single,Male,secondary
15610446,Chinedum,51,88308.87,yes,married,Female,secondary
15612776,McKay,39,0.0,yes,single,Female,secondary
15794122,Otutodilinna,59,0.0,no,married,Female,primary
15774931,She,30,112935.87,no,single,Male,secondary
15779247,Pai,24,98567.1,no,single,Female,secondary
15707078,Kruglov,26,180530.51,yes,married,Female,secondary
15605263,Chin,33,140931.57,no,single,Male,primary
15607381,King,31,148913.72,no,single,Female,secondary
15683471,Hansen,38,0.0,no,single,Male,secondary
15605037,Ting,49,0.0,no,divorced,Female,tertiary
15576085,Stone,41,0.0,no,single,Male,tertiary
15770435,McLean,50,115335.32,no,single,Female,tertiary
15592994,Zikoranachidimma,65,0.0,no,married,Female,primary
15624068,Fu,26,0.0,yes,married,Female,secondary
15595221,Trevisano,33,134678.13,no,married,Female,tertiary
15637131,Fallaci,38,0.0,no,single,Male,secondary
15613471,Wiley,31,90547.48,no,single,Male,unknown
15583499,Chiagoziem,32,103324.78,no,single,Male,secondary
15752816,Murray,29,114590.58,no,married,Male,tertiary
15804075,Chuang,36,91286.51,no,married,Female,tertiary
15800517,Huang,32,163340.12,no,single,Male,primary
15712319,Chukwukere,45,150900.29,no,married,Male,secondary
15797389,Hsia,23,124577.33,no,married,Male,primary
15621432,Lee,35,0.0,yes,single,Male,secondary
15779390,Theus,31,91292.7,yes,married,Female,secondary
15711219,Jennings,57,93716.72,no,single,Female,secondary
15770498,Parker,37,111723.08,no,single,Female,secondary
15678727,Tan,45,110765.68,no,single,Male,tertiary
15573893,Barry,25,173459.45,no,married,Male,secondary
15740104,Tuan,22,169649.73,no,married,Female,unknown
15792649,Patterson,31,0.0,no,single,Female,secondary
15605275,Ofodile,45,116917.07,no,single,Male,secondary
15572467,Chandler,37,0.0,no,married,Male,secondary
15738219,Nash,36,0.0,no,single,Female,secondary
15600710,Atkinson,22,0.0,no,married,Male,secondary
15804394,Brenan,32,130627.66,no,married,Male,tertiary
15694188,Obidimkpa,46,56580.95,yes,married,Female,tertiary
15583718,Terry,38,142316.14,no,single,Male,secondary
15802478,Spring,31,0.0,no,single,Male,secondary
15619343,Mahmood,56,152759.0,no,married,Male,secondary
15758813,Campbell,39,109733.2,yes,married,Male,secondary
15761374,Bellucci,54,117444.51,no,single,Male,secondary
15569209,Amaechi,34,76001.57,no,married,Female,primary
15788539,Foxall,34,107747.57,no,single,Female,secondary
15747222,Bentley,35,0.0,yes,married,Female,secondary
15769346,Baird,36,134997.49,no,married,Female,primary
15699634,Howard,48,0.0,no,divorced,Female,primary
15589076,Henry,36,0.0,no,married,Male,unknown
15812338,Sopuluchukwu,30,0.0,no,married,Female,secondary
15758845,Rocher,37,64345.21,no,single,Female,tertiary
15685844,White,35,141665.63,no,married,Female,secondary
15583090,Komar,29,0.0,no,married,Female,tertiary
15587581,Russo,33,136624.6,no,single,Female,secondary
15633640,Loewenthal,52,161209.66,no,single,Female,secondary
15573741,Aliyeva,38,95010.92,no,married,Male,primary
15633574,Montes,41,167545.32,no,single,Female,primary
15711455,Kuo,36,109044.6,no,married,Female,secondary
15570601,Cheng,47,122031.55,no,divorced,Female,primary
15690925,McIntosh,29,27755.97,no,married,Female,secondary
15709338,T'ao,29,118560.55,yes,single,Female,secondary
15780746,Tyndall,61,0.0,yes,married,Male,secondary
15681956,Bailey,34,0.0,no,married,Male,secondary
15778190,Onyekaozulu,28,97840.72,no,married,Female,tertiary
15786852,Nwachukwu,38,158651.29,no,married,Female,secondary
15726494,Romani,44,175303.06,yes,married,Male,secondary
15641183,Chin,25,96950.21,no,divorced,Male,primary
15805312,Bellucci,45,123859.6,no,single,Male,secondary
15636572,Christmas,32,0.0,yes,divorced,Female,primary
15632575,Moore,70,0.0,no,single,Female,secondary
15740164,Genovesi,33,85227.84,no,married,Female,secondary
15574947,Cartwright,36,97786.08,no,single,Male,secondary
15597909,Johnstone,33,128135.99,no,married,Male,secondary
15782574,Warner,33,0.0,no,divorced,Male,tertiary
15734999,Stephenson,36,85996.19,no,single,Male,secondary
15706593,Ellis,50,0.0,yes,married,Female,primary
15766686,Nebechi,39,104502.11,no,married,Female,secondary
15590268,Chu,35,95772.97,no,single,Male,primary
15763055,Onuchukwu,31,98108.79,no,married,Male,primary
15664754,Steele,39,131607.28,no,married,Male,tertiary
15643630,Quaife,55,63127.41,no,married,Male,secondary
15641043,Scott,35,0.0,no,married,Male,primary
15768095,Yeh,31,0.0,no,single,Male,secondary
15811314,Y?,36,140355.56,no,married,Female,primary
15669922,Conti,36,0.0,no,married,Female,primary
15707114,Holder,30,0.0,no,married,Male,secondary
15670602,Burgess,24,107418.27,yes,married,Male,secondary
15713479,Ozuluonye,35,0.0,no,single,Male,secondary
15663830,De Luca,32,0.0,no,married,Male,secondary
15566958,Li Fonti,39,167557.12,no,married,Male,secondary
15680918,Freeman,34,117300.02,no,married,Male,primary
15663921,Pisani,60,0.0,no,single,Male,tertiary
15716324,Ignatieff,23,143672.9,no,divorced,Female,secondary
15796969,Lahti,33,0.0,yes,married,Male,tertiary
15574783,Perkins,37,0.0,no,married,Female,secondary
15773487,Conway,31,76798.92,no,married,Female,secondary
15802486,Hayes,34,0.0,no,married,Male,secondary
15783398,Rizzo,49,115309.75,no,single,Female,secondary
15649418,Krylov,29,178171.04,no,single,Female,secondary
15604588,Li Fonti,38,0.0,yes,married,Female,tertiary
15735428,Talbot,37,0.0,no,married,Female,primary
15629078,Matthias,45,127258.79,yes,single,Female,secondary
15806880,Boyle,30,0.0,no,divorced,Female,primary
15754999,Ch'eng,33,0.0,no,single,Female,tertiary
15781034,Mason,67,0.0,no,single,Male,tertiary
15622017,Bruno,33,0.0,no,married,Female,secondary
15705885,Smeaton,36,0.0,no,single,Male,tertiary
15677382,Miller,69,107569.96,no,married,Female,secondary
15566843,Gotch,20,134874.4,no,married,Male,secondary
15608387,Fu,29,0.0,no,single,Female,tertiary
15810786,O'Toole,67,0.0,no,married,Female,secondary
15626983,Ledford,48,0.0,no,married,Female,unknown
15773605,Iadanza,32,0.0,no,married,Female,secondary
15811261,Alaniz,42,70105.87,yes,married,Male,primary
15590606,Saunders,41,0.0,no,married,Male,secondary
15576644,Lin,29,78939.15,yes,married,Female,secondary
15750264,Pinto,30,105128.85,no,single,Male,secondary
15741554,Streeter,31,113836.27,no,single,Male,secondary
15769051,Shaw,25,0.0,no,single,Male,primary
15812198,Chen,48,100900.5,no,married,Male,primary
15699772,Barclay,40,129248.11,no,single,Female,secondary
15744105,Kodilinyechukwu,28,109118.05,yes,married,Female,secondary
15739858,Otitodilichukwu,56,0.0,yes,married,Male,secondary
15723720,McKenzie,31,0.0,no,married,Female,primary
15638355,Woods,35,126397.66,no,single,Female,secondary
15805637,Hsing,36,108546.16,no,single,Male,tertiary
15629575,Wheare,36,148061.89,no,single,Male,secondary
15586243,Yobachi,44,122277.87,no,single,Male,secondary
15757931,Fang,24,0.0,no,married,Male,secondary
15716023,Pearson,31,0.0,no,married,Male,secondary
15647782,Brown,36,152899.24,no,single,Male,secondary
15716609,L?,54,134388.11,no,single,Male,tertiary
15623791,Padovesi,40,109740.62,no,married,Female,tertiary
15627262,Soto,23,92366.72,no,single,Male,tertiary
15652693,Greco,26,129109.02,no,single,Female,secondary
15586993,Giordano,56,0.0,no,single,Female,tertiary
15815560,Bogle,74,105102.5,no,single,Male,secondary
15584930,Grimmett,30,111375.32,yes,married,Male,secondary
15799031,Ayers,39,0.0,no,single,Male,secondary
15810457,Miller,33,150412.14,no,divorced,Female,tertiary
15697879,Webb,30,156660.72,no,married,Male,primary
15594902,Lombardi,38,90957.81,no,married,Male,secondary
15799710,Wei,37,104960.46,no,single,Male,tertiary
15659651,Ross,31,117052.82,no,married,Female,primary
15645956,Jideofor,44,88915.85,no,single,Male,unknown
15651713,King,45,148071.39,no,single,Male,secondary
15737265,Nwokeocha,39,152182.83,no,divorced,Male,tertiary
15687310,Humphries,39,0.0,no,single,Male,secondary
15607347,Olisaemeka,22,130056.23,no,single,Male,secondary
15698321,Yobanna,34,95039.73,no,divorced,Male,unknown
15657812,Ch'iu,52,0.0,yes,married,Male,secondary
15569187,Fleming,35,0.0,no,married,Male,tertiary
15681562,Trevisan,43,112773.73,no,single,Female,tertiary
15615456,Aleksandrova,37,123806.28,no,married,Female,primary
15589793,Onwuamaeze,53,144453.75,no,married,Male,secondary
15781884,Knox,27,94667.29,no,married,Male,secondary
15675190,Chia,21,0.0,yes,married,Male,primary
15600734,Townsend,51,174397.21,no,married,Male,secondary
15779176,Dike,58,108888.24,no,single,Female,secondary
15605286,Moyes,55,118803.35,no,married,Male,tertiary
15674922,Beavers,54,171137.62,no,single,Male,secondary
15737506,Tretiakova,42,0.0,no,divorced,Male,secondary
15780514,Fuller,33,136678.52,no,married,Male,primary
15623647,Dellucci,36,135515.76,no,married,Female,secondary
15668472,Ritchie,24,177799.83,no,married,Female,primary
15692416,Aikenhead,52,143542.36,no,single,Female,secondary
15771139,Douglas,34,147487.23,no,single,Male,secondary
15738318,Kung,40,97764.41,yes,married,Female,secondary
15772243,MacDonald,33,0.0,no,married,Female,secondary
15638463,Okwudilichukwu,48,139480.18,no,married,Female,primary
15598088,Ni,25,0.0,yes,married,Male,secondary
15693468,Simmons,39,140553.46,no,single,Female,secondary
15671930,H?,36,0.0,no,married,Female,primary
15762268,Hancock,41,141162.08,no,single,Female,secondary
15780954,Cran,26,65848.36,no,divorced,Male,primary
15700174,McKay,30,83319.28,no,married,Female,secondary
15635728,P'an,41,0.0,no,divorced,Male,tertiary
15679283,Parkhill,33,129731.64,no,single,Female,primary
15591386,Golubova,35,0.0,no,married,Female,primary
15694192,Nwankwo,38,0.0,no,single,Female,secondary
15585901,Johnson,35,0.0,no,married,Male,secondary
15792329,Mao,37,107106.33,no,married,Male,secondary
15635597,Echezonachukwu,33,0.0,no,married,Male,tertiary
15775880,McElyea,30,0.0,no,married,Female,tertiary
15630913,Rosas,69,105303.73,no,single,Female,tertiary
15756680,Phillips,28,165798.1,no,single,Male,secondary
15587913,Palerma,40,0.0,no,married,Female,primary
15737605,Morris,45,126495.57,no,single,Female,secondary
15627876,Pavlova,47,116393.59,no,married,Female,secondary
15772601,Lu,41,81733.74,no,single,Female,tertiary
15758606,Yamamoto,54,0.0,no,married,Male,unknown
15657107,Angelo,46,106171.68,no,divorced,Female,secondary
15622454,Zaitsev,28,96020.86,no,married,Male,tertiary
15775803,Cawker,41,0.0,no,married,Male,tertiary
15570859,Froggatt,36,181671.16,no,married,Male,secondary
15748381,Gorbunov,29,185709.28,no,divorced,Female,tertiary
15787189,Tai,60,134250.17,yes,divorced,Male,secondary
15666055,Rowe,49,0.0,no,single,Female,secondary
15617648,Mikkelsen,44,95671.75,yes,married,Female,secondary
15755678,Kovalyov,62,0.0,no,single,Male,primary
15624781,Mbanefo,34,142151.75,no,divorced,Female,primary
15779497,Ts'ai,43,127823.93,no,married,Male,secondary
15567399,Enderby,43,144164.29,no,married,Male,secondary
15613656,Lombardi,58,63492.94,no,married,Male,primary
15734311,Hamilton,27,0.0,no,married,Female,primary
15657214,Hsia,74,0.0,no,single,Male,tertiary
15799350,Mao,41,106134.46,no,married,Male,secondary
15729970,Ugochukwu,29,127269.75,no,single,Male,unknown
15725835,West,32,124493.03,no,divorced,Female,secondary
15745543,Hughes,39,0.0,yes,single,Male,secondary
15727384,Chukwuemeka,43,146547.78,no,single,Female,secondary
15666916,Lira,43,99610.92,no,divorced,Male,tertiary
15732917,Li,46,117837.43,yes,married,Male,secondary
15612050,Castiglione,48,168522.37,no,single,Female,primary
15726267,Paterson,32,117337.54,no,married,Male,primary
15780124,Blair,74,108131.53,no,married,Male,secondary
15742238,Dellucci,35,136496.12,no,married,Male,secondary
15679024,Udinesi,32,116324.53,no,single,Male,secondary
15715297,Yuan,40,75470.23,no,married,Female,secondary
15633612,Yuryeva,28,172646.82,no,married,Male,tertiary
15602929,Wilson,37,0.0,no,single,Female,tertiary
15696703,Dean,27,160358.68,no,married,Male,primary
15756668,Ross,30,98415.37,no,single,Male,tertiary
15565779,Kent,30,57809.32,no,married,Female,secondary
15795519,Vasiliev,18,128743.8,no,single,Female,primary
15761477,Golibe,24,130806.42,no,married,Male,tertiary
15731890,Chukwukere,41,123971.16,no,single,Male,tertiary
15633043,Fedorova,39,0.0,no,married,Female,secondary
15752953,Chien,45,0.0,no,married,Male,secondary
15603088,Rossi,23,0.0,no,married,Female,secondary
15606613,Samson,59,0.0,yes,married,Female,secondary
15635939,Fenton,39,0.0,no,married,Female,primary
15666043,Mackey,33,156297.58,no,married,Male,secondary
15746190,Payton,28,0.0,no,married,Female,primary
15591357,Cowger,51,123372.3,yes,single,Male,secondary
15658716,Banks,37,92171.35,no,married,Female,secondary
15679909,Pugliesi,41,0.0,no,single,Male,secondary
15634262,Fantin,34,148375.19,no,single,Male,unknown
15799825,Bentley,44,0.0,no,married,Female,secondary
15756875,Freeman,34,147422.44,no,married,Male,tertiary
15678146,Wong,24,173962.32,no,married,Female,primary
15710743,Onwuamaeze,47,0.0,no,divorced,Male,secondary
15595831,Shen,64,145215.43,no,married,Female,secondary
15626684,Huang,38,167539.97,no,married,Female,unknown
15709846,Yeh,39,94968.97,yes,divorced,Female,secondary
15635459,Shih,27,106116.5,no,married,Female,primary
15642544,Henderson,34,0.0,no,married,Male,secondary
15566494,Fang,45,0.0,no,married,Male,tertiary
15655238,Dellucci,31,0.0,no,married,Female,secondary
15733429,Chou,34,120018.86,no,married,Male,unknown
15814536,Conti,37,112541.54,no,married,Male,secondary
15771702,Roberts,35,166118.45,no,single,Female,tertiary
15723008,Lo Duca,45,102882.4,no,married,Female,secondary
15797160,Glover,49,0.0,no,divorced,Female,tertiary
15792222,Johnstone,37,106881.5,no,married,Female,tertiary
15644765,Ashton,26,120727.97,no,single,Male,secondary
15610686,Melton,63,169832.57,no,married,Male,primary
15730868,Marshall,41,0.0,no,married,Male,secondary
15705991,Kenenna,38,113599.42,no,married,Male,tertiary
15577078,Zakharov,38,0.0,no,married,Male,secondary
15679550,Chukwualuka,32,0.0,yes,married,Male,tertiary
15787655,Chu,47,0.0,no,married,Male,primary
15668081,Capon,50,0.0,no,divorced,Female,secondary
15747980,Cattaneo,38,146282.79,no,married,Male,tertiary
15710295,Patrick,38,119413.62,yes,divorced,Female,secondary
15724443,Taylor,29,122084.63,no,single,Female,secondary
15571305,Stephenson,35,103060.63,no,married,Female,secondary
15569503,Yeh,44,0.0,yes,divorced,Male,secondary
15581840,DeRose,33,0.0,no,married,Male,secondary
15772262,Vavilov,37,110483.86,no,married,Male,secondary
15767794,Browne,31,120718.28,no,married,Male,secondary
15629338,Collingridge de Tourcey,31,36566.96,no,married,Female,secondary
15790379,Rowe,28,108601.0,no,single,Male,secondary
15750684,Jibunoh,42,0.0,no,married,Female,primary
15697214,Korovin,36,0.0,no,married,Female,secondary
15711015,Hammonds,36,0.0,yes,married,Male,primary
15573309,Ward,48,0.0,no,married,Female,tertiary
15805303,Olisanugo,44,141136.62,no,married,Male,secondary
15741385,Gallop,45,108231.37,no,divorced,Male,primary
15780254,Gartrell,40,0.0,no,married,Male,tertiary
15744843,K'ung,34,144855.34,no,married,Female,unknown
15815626,Oluchi,63,68432.45,no,single,Male,secondary
15784736,Jamieson,45,136855.24,no,married,Male,secondary
15813412,Barlow,55,44020.89,no,single,Female,secondary
15809143,White,32,133060.63,no,single,Male,tertiary
15617617,Stewart,39,0.0,no,married,Male,primary
15779738,Buccho,24,0.0,no,single,Male,secondary
15668669,Benson,36,97665.61,no,married,Female,primary
15687477,Thompson,28,185013.02,no,married,Male,secondary
15578908,Todd,32,0.0,no,married,Female,tertiary
15687658,Burgin,52,65971.61,yes,divorced,Female,tertiary
15615020,Nnaife,41,150463.11,no,single,Female,secondary
15608886,Okwudiliolisa,33,0.0,no,married,Female,secondary
15602551,Johnson,39,0.0,no,divorced,Male,secondary
15672945,Parkes,37,136425.18,yes,married,Female,tertiary
15757408,Lo,38,250898.09,no,single,Male,tertiary
15806132,Martin,55,146798.81,yes,married,Male,primary
15813022,Kapustina,70,0.0,no,single,Male,secondary
15673578,Page,40,128486.91,no,married,Female,secondary
15757916,Amaechi,38,0.0,no,single,Female,tertiary
15689168,Munro,37,143407.29,no,single,Male,tertiary
15769216,Panicucci,43,0.0,no,single,Female,secondary
15593295,Greathouse,57,76165.65,no,single,Male,secondary
15804814,Ts'ui,40,0.0,yes,divorced,Male,secondary
15778934,Napolitani,49,0.0,no,single,Female,secondary
15802351,Beers,33,90560.3,no,married,Female,secondary
15630241,Tretyakova,61,62391.22,no,married,Male,secondary
15719561,Lin,42,0.0,no,married,Male,primary
15615096,Costa,31,0.0,no,divorced,Female,primary
15659931,Ibezimako,55,123378.2,no,single,Female,tertiary
15714586,Marcelo,42,99836.47,no,married,Female,primary
15634949,Hay,74,161434.36,no,single,Male,tertiary
15589224,Moore,41,0.0,no,single,Male,tertiary
15795990,Lumholtz,48,138311.76,no,single,Female,secondary
15603216,Simpson,25,0.0,no,single,Male,secondary
15631201,Hill,28,0.0,no,married,Female,secondary
15686255,Mouzon,35,101744.84,yes,single,Male,unknown
15746594,Wu,33,0.0,no,married,Male,unknown
15718893,Pirozzi,54,125456.07,no,single,Female,primary
15671609,Ibeabuchi,44,0.0,yes,divorced,Male,primary
15652540,Garnsey,31,0.0,no,divorced,Male,secondary
15774857,Synnot,27,0.0,no,single,Female,tertiary
15791836,Wildman,29,0.0,no,married,Male,secondary
15651554,Anenechukwu,54,118449.21,no,married,Female,primary
15583576,Tai,30,0.0,no,married,Male,unknown
15732740,Plant,32,178095.55,no,divorced,Female,secondary
15723320,Azubuike,25,109175.14,no,single,Female,secondary
15603851,Galkin,32,127785.17,yes,married,Male,secondary
15777923,Johnston,45,0.0,no,divorced,Female,primary
15735719,Babbage,40,0.0,no,single,Female,secondary
15703482,Walker,34,134260.36,no,single,Male,tertiary
15605835,Rice,37,69143.91,no,married,Male,secondary
15664881,Norton,34,100054.77,no,single,Male,secondary
15757568,Bogolyubov,45,0.0,no,married,Female,secondary
15792660,Gibbons,38,116248.88,no,single,Male,secondary
15599722,Chia,43,86053.52,no,married,Female,secondary
15726354,Smith,32,123157.95,no,married,Female,secondary
15610355,Hunter,44,63438.91,no,married,Male,primary
15704284,Ekechukwu,57,95295.39,no,married,Male,secondary
15621893,Bellucci,18,133550.67,no,married,Male,secondary
15588219,Ford,38,106871.81,no,married,Female,secondary
15688619,Scott,45,105266.32,no,divorced,Male,secondary
15765518,Gregson,51,105229.53,yes,single,Female,secondary
15616931,Moore,41,102768.42,no,married,Male,secondary
15758372,Wallace,18,0.0,yes,married,Male,tertiary
15782591,Cook,35,112689.95,no,single,Male,tertiary
15612109,Speth,38,122334.26,no,married,Male,primary
15613712,Boag,34,0.0,no,married,Male,secondary
15639322,Grave,33,137847.41,no,single,Male,secondary
15594349,Streeten,49,122486.47,no,single,Male,tertiary
15574167,Fox,33,101286.11,no,single,Male,secondary
15811842,Artemyeva,26,0.0,no,married,Male,secondary
15648794,Giordano,57,101247.06,no,married,Male,primary
15771211,Perkins,38,86977.96,no,divorced,Male,primary
15588614,Walton,57,0.0,no,married,Male,secondary
15630698,Hay,55,110123.59,no,single,Female,secondary
15694200,Gardner,36,178111.82,no,married,Male,secondary
15721426,Milne,65,126306.64,no,single,Male,secondary
15725997,She,35,100768.77,no,single,Female,tertiary
15762138,Hu,42,0.0,yes,married,Male,secondary
15750649,Uwakwe,44,0.0,no,married,Female,secondary
15685706,Bird,40,118991.79,no,single,Female,tertiary
15641835,Anderson,72,140997.26,no,single,Male,primary
15586821,Bellew,28,0.0,no,married,Male,primary
15569678,Cocci,32,166824.59,yes,married,Male,secondary
15793842,Krichauff,34,76322.69,no,married,Female,secondary
15667554,Cameron,35,0.0,no,single,Male,secondary
15794479,Becker,77,149083.7,no,single,Male,secondary
15585041,Ainsworth,33,0.0,no,married,Male,secondary
15780650,Biryukov,40,0.0,no,married,Male,secondary
15780846,Redding,33,126588.81,no,married,Male,secondary
15805260,Wood,56,143249.67,no,single,Female,secondary
15621629,Scott,43,81844.91,yes,single,Male,secondary
15662151,Gould,40,0.0,no,married,Male,unknown
15747174,Hao,58,190298.89,no,single,Male,secondary
15651585,Power,35,117212.18,no,single,Male,secondary
15649738,White,46,0.0,no,married,Female,secondary
15633108,Thorpe,26,139848.17,no,single,Male,tertiary
15769254,Tuan,34,101861.36,no,single,Female,secondary
15704746,Inman,35,167455.66,no,married,Male,primary
15637644,Hanson,24,0.0,no,married,Female,primary
15609562,MacDonald,43,116360.07,no,married,Female,secondary
15787459,Parkes,40,88466.82,yes,single,Male,secondary
15762902,Stanley,42,0.0,no,married,Female,secondary
15738605,Fischer,46,123642.36,no,married,Female,primary
15724889,Chinweuba,38,0.0,no,single,Male,secondary
15730735,Henning,38,72286.84,no,single,Male,secondary
15689147,Ogochukwu,40,0.0,no,single,Female,secondary
15730397,Narelle,40,109681.61,no,single,Male,secondary
15762169,Bergman,37,145018.64,yes,single,Male,secondary
15589320,Sagese,34,0.0,no,single,Male,secondary
15799211,Anenechi,32,187487.63,no,married,Female,primary
15798310,Palerma,35,165692.91,no,divorced,Male,secondary
15609998,Okwudilichukwu,59,137648.41,no,single,Female,secondary
15583548,Harrison,47,118560.0,no,married,Female,primary
15761763,Jamieson,33,164385.53,yes,married,Male,tertiary
15764409,Goodman,37,108286.5,no,married,Male,secondary
15710161,Ko,34,0.0,no,divorced,Female,secondary
15735246,Norman,58,0.0,no,single,Female,primary
15791700,Ugochukwutubelum,47,118079.47,yes,single,Male,secondary
15670753,Uvarova,35,127283.78,no,married,Male,secondary
15573876,Chia,48,0.0,yes,married,Male,secondary
15770174,Piazza,29,141389.06,no,single,Male,secondary
15641114,Power,37,130091.5,no,divorced,Male,secondary
15682435,P'eng,35,143744.77,yes,single,Male,secondary
15751788,Johnson,28,97408.03,no,single,Male,secondary
15672598,Walker,30,111927.45,no,single,Male,secondary
15762803,Innes,31,0.0,no,single,Male,unknown
15812982,Francis,38,0.0,no,single,Male,secondary
15597901,Chidozie,34,0.0,no,married,Male,primary
15731507,Mackenzie,33,188285.68,no,single,Female,primary
15809826,Craigie,46,109705.52,no,single,Female,secondary
15764237,Manfrin,33,0.0,no,single,Male,secondary
15769917,Onyekachi,34,127122.79,yes,married,Female,primary
15641850,Pethard,40,98241.04,no,divorced,Male,secondary
15770974,Nwabugwu,37,170840.08,no,married,Female,secondary
15803749,DeRose,41,87541.06,no,single,Female,secondary
15684999,Ch'eng,26,62610.96,no,married,Female,secondary
15770225,Padovesi,36,0.0,yes,married,Male,secondary
15627484,Obielumani,47,113328.93,no,married,Female,secondary
15610337,Stephens,35,104832.49,no,married,Male,primary
15752488,Emery,31,102289.85,yes,married,Female,primary
15610056,Dufresne,34,125227.82,no,divorced,Female,secondary
15806049,Lee,49,140510.89,no,married,Female,secondary
15736069,Hsing,35,132253.22,no,single,Female,secondary
15763662,Longo,43,39043.29,no,single,Male,secondary
15615575,Vial,34,0.0,yes,single,Male,secondary
15691723,Chukwudi,55,99685.06,no,married,Male,unknown
15774098,Grant,38,125385.49,no,married,Male,secondary
15750808,Ma,46,131365.37,no,single,Male,secondary
15744368,Sun,58,98308.51,no,single,Male,tertiary
15610594,Moss,37,0.0,no,married,Female,secondary
15756125,Booth,44,140856.16,no,divorced,Male,secondary
15623277,Ross,30,0.0,no,single,Female,secondary
15795954,Ndukaku,35,172274.01,no,divorced,Male,secondary
15671969,Pruneda,36,0.0,no,married,Male,secondary
15791268,Neumann,38,122447.76,no,single,Male,secondary
15713655,Calabrese,38,0.0,no,single,Female,tertiary
15633930,Yobachukwu,56,157559.59,no,single,Female,tertiary
15712849,Tung,41,126550.7,no,single,Male,tertiary
15639077,Marchesi,30,158584.82,no,married,Female,secondary
15808784,Hess,28,163569.61,no,single,Male,secondary
15648577,Pickering,31,0.0,no,married,Female,secondary
15670345,Mazzi,33,127211.45,no,divorced,Female,tertiary
15633112,Madukaego,42,118199.97,no,divorced,Male,secondary
